Nombre de Cuenta,Tipo de Cuenta,Nombre de Modulo Activo,Producto,Cantidad de PC,Cantidad de teléfonos Mobile,Cantidad de Usuarios,Calificación,Fecha de  Venta,Fecha de Alta,Fecha de baja Paljet,Fecha de Inicio PalJetERP,Estado
NATALI PLASTICOS,Cliente,NATALI PLASTICOS - BBJet BtoB,BBJet BtoB,15,6,,Activo,20/07/2021,07/07/2021,,,
NATALI PLASTICOS,Cliente,NATALI PLASTICOS - BBJet Gestión de inventario,BBJet Gestion de inventario,15,6,,Activo,20/07/2021,07/07/2021,,,
NATALI PLASTICOS,Cliente,NATALI PLASTICOS - BBJet Mobile,BBJet Mobile Preventa Licencia servidor,15,6,,Activo,20/07/2021,07/07/2021,,,
MACRO PACK,Cliente,Macropack - BBJet BtoB,BBJet B2B (hasta 150 usuarios),23,,,Activo,12/06/2014,,,21/08/2014,Activo
MACRO PACK,Cliente,Macropack - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),23,,,Activo,12/06/2014,,,21/08/2014,Activo
KILOWATT,Cliente,KILOWATT - Contabilidad,Módulo Contabilidad,14,,,Activo,24/02/2021,24/02/2021,,25/06/2021,
KILOWATT,Cliente,KILOWATT - Facturación electrónica,Módulo Facturación electrónica (CAE),14,,,Activo,24/02/2021,24/02/2021,,25/06/2021,Activo
FERRETODO,Cliente,FERRETODO - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),7,,,Inactivo,17/03/2021,05/01/2021,26/08/2024,04/10/2022,
El Ranquel,Cliente,Facturación dólar - El Ranquel,PalJet ERP estándar - Licencia servidor (backend),15,,,Activo,18/12/2023,04/12/2023,,,Inactivo
El Ranquel,Cliente,Orden de servicio El Ranquel,Módulo Orden de servicio,15,,,Activo,18/12/2023,04/12/2023,,,Activo
El Mangrullo,Cliente,EL MANGRULLO - Factura electrónica,Módulo Facturación electrónica (CAE),5,,,Activo,05/07/2021,02/07/2021,,03/12/2021,
Corralón Domus,Cliente,CORRALÓN DOMUS - MÓDULO LOGÍSTICA,Módulo Logística,10,,,Activo,20/01/2022,18/01/2022,,,
Corralón Domus,Cliente,FACTURA ELECTRÓNICA,Módulo Facturación electrónica (CAE),10,,,Activo,20/01/2022,18/01/2022,,,Activo
CONSTRUSHOP,Cliente,CONTABILIDAD,Módulo Contabilidad,18,,,Inactivo,21/07/2022,20/07/2022,14/02/2023,,Activo
CONSTRUSHOP,Cliente,Factura de crédito electrónica (FCE),Módulo Factura de crédito electrónica,18,,,Inactivo,21/07/2022,20/07/2022,14/02/2023,,Activo
CONSTRUSHOP,Cliente,Módulo Logística,Módulo Logística,18,,,Inactivo,21/07/2022,20/07/2022,14/02/2023,,Activo
ANDERSEN MATERIALES,Cliente,ANDERSEN MATERIALES - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),55,,,Activo,15/01/2021,15/01/2021,,13/09/2021,
ANDERSEN MATERIALES,Cliente,ANDERSEN MATERIALES - Contabilidad,Módulo Contabilidad,55,,,Activo,15/01/2021,15/01/2021,,13/09/2021,
ANDERSEN MATERIALES,Cliente,ANDERSEN MATERIALES - Logística,Módulo Logística,55,,,Activo,15/01/2021,15/01/2021,,13/09/2021,
ANDERSEN MATERIALES,Cliente,ANDERSEN MATERIALES - Acuerdo de precios,Módulo Acopio por acuerdo de precios,55,,,Activo,15/01/2021,15/01/2021,,13/09/2021,
ANDERSEN MATERIALES,Cliente,ANDERSEN MATERIALES - Autorización de comprobantes,Módulo Autorización de comprobantes,55,,,Activo,15/01/2021,15/01/2021,,13/09/2021,
ANDERSEN MATERIALES,Cliente,ANDERSEN MATERIALES - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),55,,,Activo,15/01/2021,15/01/2021,,13/09/2021,Activo
